sym,price,adv,score,strategy,params,sharpe,maxdd,trades,held
NG_TO,13.63,6650515.522666668,3.5170077977039433,bollinger,"{'window': 30, 'n_std': 2.0}",1.2143201979395777,-0.23450174522145417,21,False
XBM_TO,39.56,3118441.0985,3.494617090739256,rsi_meanrevert,"{'window': 14, 'oversold': 35}",1.089087442493553,-0.13733315765877463,20,False
MCD,265.0,1251189781.2025,3.4713429929153836,atr_channel,"{'ema_window': 10, 'k': 2.0}",0.8503708402347254,-0.08147659272197283,14,False
IBM,235.59,2267282144.244167,3.4478789009893496,rsi_meanrevert,"{'window': 7, 'oversold': 30}",0.8836689979792627,-0.1448417269292971,34,False
SAP_TO,40.43,35329944.73466667,3.442305563265208,bollinger,"{'window': 15, 'n_std': 2.0}",0.7073385200252373,-0.11123433693575868,33,False
XME,119.48,241086080.4328333,3.4109279492668474,rsi_meanrevert,"{'window': 7, 'oversold': 20}",0.8955009063274427,-0.04656061654749788,7,False
GLD,408.89,3495122088.5085,3.404599509307586,atr_channel,"{'ema_window': 30, 'k': 1.5}",0.7803417600488272,-0.1479251373370022,33,False
SU_TO,91.09,472532934.1000001,3.381647978090184,macd,"{'fast': 8, 'slow': 34}",0.7423881828537032,-0.2165029068439106,60,False
TOY_TO,20.25,3584804.959166667,3.3714189329646156,bollinger,"{'window': 30, 'n_std': 2.0}",0.9184166023059779,-0.13799106628528024,25,False
LIT,76.34,26076703.994499996,3.3673956932600118,rsi_meanrevert,"{'window': 7, 'oversold': 25}",0.794516778289726,-0.10131544833662076,22,False
PSX,244.01,538083086.2958333,3.349595175140665,rsi_meanrevert,"{'window': 14, 'oversold': 20}",0.8873616034549457,-0.02396226415094327,3,False
MFC_TO,59.56,317418011.2041667,3.3444825784893424,macd,"{'fast': 16, 'slow': 34}",0.7913584513023671,-0.20786752032553313,50,False
SVR_TO,31.1,2022478.5218333332,3.331184999934001,rsi_meanrevert,"{'window': 7, 'oversold': 30}",0.6142323405490919,-0.10239727699212131,33,False
EFN_TO,26.17,30353004.9365,3.305066889572546,ts_momentum,"{'lookback': 126, 'threshold': 0.0}",0.8495245141766457,-0.1640193677227182,10,False
MU,932.86,43883131895.44134,3.296473310712687,rsi_meanrevert,"{'window': 14, 'oversold': 35}",1.4503624652434866,-0.1455149762185114,14,False
U_UN_TO,29.09,27289324.42150001,3.29418765320236,bollinger,"{'window': 10, 'n_std': 1.5}",0.6805722309387581,-0.140826216329749,55,False
TSM,415.175,5760271833.52725,3.2767472248031786,atr_channel,"{'ema_window': 30, 'k': 1.5}",0.7731608001977373,-0.1803852075353466,23,False
ZGD_TO,34.89,3282540.3321666666,3.255945642985107,bollinger,"{'window': 15, 'n_std': 2.5}",1.0726623311599524,-0.07363617495132524,9,False
ACO_X_TO,74.63,24884894.106333334,3.1942647437393554,momentum_breakout,"{'entry_window': 20, 'exit_window': 20}",0.6585897455638391,-0.13904074217224693,14,False
BB_TO,10.65,71356432.89966665,3.19424429695951,rsi_meanrevert,"{'window': 21, 'oversold': 30}",1.2132075158158653,-0.12413793103448267,7,False
UDN,18.33,1534339.5284333336,3.1834757972548724,rsi_meanrevert,"{'window': 14, 'oversold': 25}",0.40905336919311347,-0.023910733262486494,6,False
AMD,465.58,13912706933.708916,3.16586375030733,macd,"{'fast': 8, 'slow': 26}",1.066317652960557,-0.35054733600386756,67,False
JNJ,268.04,1998127037.7685,3.1651848913414793,macd,"{'fast': 12, 'slow': 34}",0.4410821991674221,-0.12864545950925999,48,False
ZUT_TO,28.44,1254065.3861666666,3.1600816548105586,ts_momentum,"{'lookback': 189, 'threshold': 0.0}",0.6479683113193286,-0.10308829926054774,10,True
MFI_TO,26.78,6434937.253666667,3.1409432831253348,bollinger,"{'window': 15, 'n_std': 1.5}",0.7566052358976355,-0.16503923582003643,43,False
SMCI,38.18,1921620341.5433335,3.1286964278717,rsi_meanrevert,"{'window': 7, 'oversold': 35}",1.1209705277985094,-0.24375640499397266,39,False
UNP,307.41,791970501.7493335,3.1022894799686798,bollinger,"{'window': 10, 'n_std': 1.5}",0.7542506534299886,-0.15643587669045345,50,False
EEM,67.01,1679884914.2545002,3.0768441162012556,ts_momentum,"{'lookback': 126, 'threshold': 0.0}",0.6388696985722271,-0.15376549362980163,24,False
AAPL,319.7,16985848383.480999,3.058046087095751,rsi_meanrevert,"{'window': 7, 'oversold': 20}",0.9294614264685661,-0.07067832345821323,13,False
BEP_UN_TO,44.07,16272978.597166665,3.051659416581986,rsi_meanrevert,"{'window': 14, 'oversold': 30}",0.8120932022258597,-0.09980864766899589,14,False
TM,192.9,86091630.31383333,3.0208458259431397,bollinger,"{'window': 30, 'n_std': 2.0}",0.7022603515044624,-0.1034244792454505,17,False
TA_TO,17.3,40315583.68666666,2.9979897238513464,macd,"{'fast': 16, 'slow': 34}",0.9348471526869865,-0.24812766993189295,43,False
ATH_TO,10.63,19512358.258499995,2.9978461674079546,macd,"{'fast': 16, 'slow': 34}",1.205036098000147,-0.38528624995399074,49,False
CU_TO,51.96,30675653.791000005,2.9911180225676612,ts_momentum,"{'lookback': 189, 'threshold': 0.0}",0.9344434283156127,-0.17133292296688063,11,False
TPZ_TO,31.79,15668122.248666666,2.987657284706904,rsi_meanrevert,"{'window': 7, 'oversold': 30}",0.8457065268780359,-0.11992263056092878,32,False
XLK,185.69,1875173022.9665,2.9670189200084374,momentum_breakout,"{'entry_window': 20, 'exit_window': 20}",0.7848479679357386,-0.19381126641174906,16,False
META,578.02,10797351258.336334,2.960391543064689,ts_momentum,"{'lookback': 63, 'threshold': 0.0}",0.8998760222119553,-0.29143685565945787,28,False
CRR_UN_TO,16.35,2989362.7601666665,2.9280149417475947,rsi_meanrevert,"{'window': 21, 'oversold': 30}",0.971425779428952,-0.06684672518568535,6,False
BTCC_TO,13.78,2112572.8886666666,2.9265473577886825,rsi_meanrevert,"{'window': 7, 'oversold': 20}",0.890051315284312,-0.11347517730496448,12,False
WDO_TO,34.74,18412929.376,2.9233951191110563,rsi_meanrevert,"{'window': 14, 'oversold': 25}",1.0258839045941481,-0.0529315960912049,4,False
CVS,93.06,808065085.7526666,2.9135219876243483,bollinger,"{'window': 20, 'n_std': 1.5}",1.0456461255391576,-0.22518801649553777,35,False
IAG_TO,196.37,58746262.66183332,2.9111213814247225,bollinger,"{'window': 15, 'n_std': 1.5}",0.7802323972036291,-0.15761549445588752,33,False
TOU_TO,62.25,160499630.89233336,2.905781873219678,rsi_meanrevert,"{'window': 14, 'oversold': 30}",0.8630723418058126,-0.062354312354312325,7,False
MDLZ,62.345,555573215.7646667,2.9047814354233,atr_channel,"{'ema_window': 10, 'k': 2.0}",0.5914793665425601,-0.07138207372429028,15,False
CVE_TO,43.91,218028536.6673333,2.8904920087623753,bollinger,"{'window': 10, 'n_std': 2.0}",0.9395520587725332,-0.14290455910848088,33,False
CGL_TO,33.76,3872767.922666667,2.8822719401809227,atr_channel,"{'ema_window': 30, 'k': 1.5}",0.6918526816079463,-0.15262758709830926,31,True
BKNG,209.62,1274979843.9250834,2.881643452952873,macd,"{'fast': 8, 'slow': 34}",0.6068730975856864,-0.1939646391537272,59,False
DIS,108.1,1064802612.9103334,2.8428507735155217,atr_channel,"{'ema_window': 20, 'k': 2.5}",0.7803040790496318,-0.13678979755637555,12,False
ANF,108.9499,107039725.42035499,2.838486512912381,macd,"{'fast': 8, 'slow': 21}",1.1156200324419188,-0.4472776295174935,55,False
AXON,615.98,538396501.3138334,2.8266277451285706,ts_momentum,"{'lookback': 63, 'threshold': 0.0}",0.989842185856377,-0.24775733333756478,21,False
GRAB,3.555,164716190.83125004,2.8113292443503055,bollinger,"{'window': 15, 'n_std': 2.0}",0.7978611450214249,-0.16691009823978198,26,False
VLO,352.36,817324109.7665,2.80595512868496,macd,"{'fast': 8, 'slow': 26}",0.9126377889425137,-0.2753457574350032,58,False
BIR_TO,6.33,7657797.187166667,2.8055287059471166,bollinger,"{'window': 10, 'n_std': 1.5}",0.9143959490828903,-0.24807944058300013,64,False
BHP,97.96,238444871.86283335,2.7834413661890562,bollinger,"{'window': 10, 'n_std': 2.0}",0.764055167622142,-0.14919333102555932,37,False
NTR_TO,102.28,150820366.87699997,2.766018375746389,bollinger,"{'window': 20, 'n_std': 1.5}",0.9106355041469816,-0.2120778115262748,43,False
FXB,131.16,2719964.0527866674,2.744186454485628,ema_crossover,"{'fast': 20, 'slow': 50}",0.3632172588446459,-0.06698912772902166,9,False
LNR_TO,98.9,14286545.445,2.720480444142591,bollinger,"{'window': 30, 'n_std': 3.0}",0.8079189759093229,-0.059533934342575257,6,False
ZUB_TO,40.64,1069571.5230000003,2.694522769798354,atr_channel,"{'ema_window': 10, 'k': 1.5}",0.5720513775240297,-0.15147056008947224,34,False
FTS_TO,76.79,114935103.27733333,2.6910312045535365,bollinger,"{'window': 20, 'n_std': 2.5}",0.9357191780267269,-0.08752327746741173,14,False
POU_TO,31.31,6919499.441333334,2.6853266601049857,bollinger,"{'window': 15, 'n_std': 1.5}",0.945086268196931,-0.20752349030141815,43,False
GIL_TO,74.35,57005678.02966666,2.6791713334171328,bollinger,"{'window': 15, 'n_std': 1.5}",0.6583389376754379,-0.14462751379868843,43,False
CGO_TO,56.87,1422713.0246666665,2.666681611412809,bollinger,"{'window': 10, 'n_std': 2.0}",0.6036598522701635,-0.1357524897684077,37,False
WSP_TO,190.63,117236786.42233333,2.665476993386181,bollinger,"{'window': 30, 'n_std': 1.5}",0.9131155228803187,-0.18111318710651292,30,False
AZO,2957.95,1021640455.6944165,2.6610136622319605,rsi_meanrevert,"{'window': 7, 'oversold': 30}",0.9469905285780266,-0.14365000750057622,24,False
SOUN,7.005,205870789.1129333,2.658032449797927,macd,"{'fast': 16, 'slow': 21}",1.02734365339707,-0.5259162461064995,39,False
STN_TO,101.89,52506201.524333335,2.6405265066460357,ts_momentum,"{'lookback': 63, 'threshold': 0.02}",0.6637184517807283,-0.201428065933261,16,False
CJ_TO,11.94,11148601.1295,2.6330261961077652,bollinger,"{'window': 30, 'n_std': 1.5}",0.762181735079573,-0.15877047125357424,25,False
XGD_TO,61.77,27067355.084666662,2.627146070366576,atr_channel,"{'ema_window': 10, 'k': 3.0}",0.708137155036509,-0.09608190563878616,14,False
URA,46.07,149561866.4065,2.611960433503811,bollinger,"{'window': 30, 'n_std': 2.5}",1.1038677675476978,-0.07445355191256842,7,False
DDOG,224.59,1248754096.9861672,2.5738170267427414,bollinger,"{'window': 30, 'n_std': 2.0}",1.0395818688461038,-0.2117398493477859,22,False
TSLA,348.75,15223191255.621666,2.568599196085699,macd,"{'fast': 12, 'slow': 21}",1.1429742695967395,-0.4597285124419288,57,False
ASML,1741.83,3343765415.3403997,2.5570486799348733,bollinger,"{'window': 10, 'n_std': 1.5}",0.6611573702262246,-0.16396823625104884,50,False
MG_TO,100.44,111047039.75150003,2.5563605695778016,rsi_meanrevert,"{'window': 7, 'oversold': 20}",0.6777423609830544,-0.07696869087858993,13,False
BOOT,161.5,112965956.38616665,2.5316994583434655,bollinger,"{'window': 15, 'n_std': 1.5}",0.7915219805250288,-0.23553804583356697,43,False
NPI_TO,20.84,19357835.0165,2.522925610483755,bollinger,"{'window': 20, 'n_std': 1.5}",0.64020968711085,-0.1492203633671615,42,False
ITW,280.1,366390591.31408334,2.511914701204119,bollinger,"{'window': 10, 'n_std': 2.5}",0.47103790362781645,-0.055060385075433205,14,False
AEM_TO,286.78,277746906.79216665,2.505175358704958,rsi_meanrevert,"{'window': 7, 'oversold': 25}",1.0882342399702876,-0.1917153889196176,25,False
NFLX,79.59,3285803696.817834,2.496587525203143,atr_channel,"{'ema_window': 30, 'k': 1.5}",0.7662626326615882,-0.20681622807011124,20,False
ABT,112.47,1136434117.9225,2.495425974313391,bollinger,"{'window': 30, 'n_std': 3.0}",0.9496452367409213,-0.02231972529568882,3,False
PAAS_TO,73.07,60886319.73966666,2.488306448920143,rsi_meanrevert,"{'window': 14, 'oversold': 35}",0.7923982617085441,-0.16990291262135881,21,False
IPCO_TO,34.95,4345564.910666667,2.478864250106752,rsi_meanrevert,"{'window': 14, 'oversold': 35}",1.1582485417500434,-0.17104216388225935,15,False
SPGI,442.89,910640478.4976667,2.474993800677834,atr_channel,"{'ema_window': 10, 'k': 3.0}",0.6075932861425734,-0.03106595584335825,5,False
BMY,66.58,706059924.6783333,2.471845809762503,atr_channel,"{'ema_window': 30, 'k': 1.5}",0.731067962373309,-0.19121530852865354,17,False
SLV,60.02,1061176334.076,2.45144764819227,bollinger,"{'window': 10, 'n_std': 2.0}",0.7482361921430661,-0.18040666017269325,38,False
ADBE,291.52,1448996961.6345,2.4496508224542546,rsi_meanrevert,"{'window': 21, 'oversold': 20}",0.924774902288887,-0.010173414398231384,1,False
RTX,211.71,1009145478.1061667,2.4262633583822923,ts_momentum,"{'lookback': 63, 'threshold': 0.0}",0.7473209537760904,-0.252319007233646,30,False
